Date,Symbol,Security Name,Client Name,Buy/Sell,Quantity Traded,Trade Price / Wght. Avg. Price,Remarks
14-MAR-2024,INFIBEAM,Infibeam Avenues Limited,ABHISHEK MAYUR DESAI,SELL,"70,00,000",36.95,
14-MAR-2024,INFIBEAM,Infibeam Avenues Limited,SONAL DESAI,BUY,"70,00,000",36.95,
18-MAR-2024,INFIBEAM,Infibeam Avenues Limited,ABHISHEK MAYUR DESAI,SELL,"70,00,000",37.05,
18-MAR-2024,INFIBEAM,Infibeam Avenues Limited,SONAL DESAI,BUY,"70,00,000",37.05,
19-MAR-2024,LORDSCHLO,Lords Chloro Alkali Ltd,MADHAV  DHIR,BUY,"11,50,000",127.80,
19-MAR-2024,LORDSCHLO,Lords Chloro Alkali Ltd,SHIVA CONSULTANTS PRIVATE LIMITED,SELL,"11,50,000",127.80,
20-MAR-2024,INFIBEAM,Infibeam Avenues Limited,ABHISHEK MAYUR DESAI,SELL,"60,00,000",35.90,
20-MAR-2024,INFIBEAM,Infibeam Avenues Limited,SONAL DESAI,BUY,"60,00,000",35.90,
22-MAR-2024,INFIBEAM,Infibeam Avenues Limited,ABHISHEK MAYUR DESAI,SELL,"60,00,000",35.00,
22-MAR-2024,INFIBEAM,Infibeam Avenues Limited,SONAL DESAI,BUY,"60,00,000",35.00,
22-MAR-2024,SHRIRAMFIN,Shriram Finance Limited,SHRIRAM OWNERSHIP TRUST,SELL,"77,78,000","2,310.00",
22-MAR-2024,SHRIRAMFIN,Shriram Finance Limited,SHRIRAM VALUE SERVICES LIMITED,BUY,"77,78,000","2,310.00",
22-MAR-2024,SOTL,Savita Oil Technologies L,MEHRA SYNDICATE,SELL,"20,73,000",408.00,
22-MAR-2024,SOTL,Savita Oil Technologies L,SBI MUTUAL FUND,BUY,"20,73,000",408.00,
22-MAR-2024,SUNDARMHLD,Sundaram Finance Hold Ltd,ARJUN RANGARAJAN,BUY,"9,00,000",191.00,
22-MAR-2024,SUNDARMHLD,Sundaram Finance Hold Ltd,SRIVATS RAM,BUY,"6,83,000",191.00,
22-MAR-2024,SUNDARMHLD,Sundaram Finance Hold Ltd,SUNDARAM FINANCE  LTD,SELL,"55,56,529",191.00,
22-MAR-2024,SUNDARMHLD,Sundaram Finance Hold Ltd,TRICHUR SUNDARAM SANTHANAM & FAMILY PRIVATE LIMITED .,BUY,"39,73,529",191.00,
27-MAR-2024,SAMHI,Samhi Hotels Limited,BLUE CHANDRA PTE. LTD,SELL,"1,01,73,756",206.10,
27-MAR-2024,SAMHI,Samhi Hotels Limited,DNB FUND - ASIAN SMALL CAP,BUY,"3,94,700",206.10,
27-MAR-2024,SAMHI,Samhi Hotels Limited,DNB FUND - INDIA,BUY,"3,44,600",206.10,
27-MAR-2024,SAMHI,Samhi Hotels Limited,SOCIETE GENERALE,BUY,"11,51,677",206.10,
27-MAR-2024,SAMHI,Samhi Hotels Limited,TT ASIA-PACIFIC EQUITY FUND,BUY,"82,82,779",206.10,
27-MAR-2024,VIJAYA,Vijaya Diagnostic Cen Ltd,KOTAK MAHINDRA MUTUAL FUND,BUY,"8,10,000",630.00,
27-MAR-2024,VIJAYA,Vijaya Diagnostic Cen Ltd,SUNIL CHANDRA KONDAPALLY,SELL,"5,10,000",630.00,
27-MAR-2024,VIJAYA,Vijaya Diagnostic Cen Ltd,SURENDRANATH REDDY SURA,SELL,"3,00,000",630.00,
28-MAR-2024,DHANI,Dhani Services Limited,ACM GLOBAL FUND VCC,BUY,"1,00,00,000",39.20,
28-MAR-2024,DHANI,Dhani Services Limited,INUUS DEVELOPERS PRIVATE LIMITED,SELL,"1,00,00,000",39.20,
28-MAR-2024,SHRIRAMFIN,Shriram Finance Limited,SANLAM LIFE INSURANCE LIMITED,SELL,"59,80,000","2,386.00",
28-MAR-2024,SHRIRAMFIN,Shriram Finance Limited,SHRIRAM VALUE SERVICES LIMITED,BUY,"59,80,000","2,386.00",
09-APR-2024,AXISBANK,Axis Bank Limited,STICHTING CUST ROBECO INST RE:CALYP,SELL,"4,58,401","1,076.05",
09-APR-2024,AXISBANK,Axis Bank Limited,STICHTING PENSIOENFONDS RAIL & OPENBAAR VERVOER,BUY,"4,58,401","1,076.05",
09-APR-2024,HCLTECH,HCL Technologies Ltd.,STICHTING CUST ROBECO INST RE:CALYP,SELL,"4,46,825","1,540.05",
09-APR-2024,HCLTECH,HCL Technologies Ltd.,STICHTING PENSIOENFONDS RAIL & OPENBAAR VERVOER,BUY,"4,46,825","1,540.05",
09-APR-2024,HDFCBANK,HDFC Bank Ltd.,STICHTING CUST ROBECO INST RE:CALYP,SELL,"4,09,783","1,546.60",
09-APR-2024,HDFCBANK,HDFC Bank Ltd.,STICHTING PENSIOENFONDS RAIL & OPENBAAR VERVOER,BUY,"4,09,783","1,546.60",
09-APR-2024,M&M,Mah & Mah Ltd.,STICHTING CUST ROBECO INST RE:CALYP,SELL,"2,80,386","2,078.10",
09-APR-2024,M&M,Mah & Mah Ltd.,STICHTING PENSIOENFONDS RAIL & OPENBAAR VERVOER,BUY,"2,80,386","2,078.10",
09-APR-2024,MGL,Mahanagar Gas Ltd.,STICHTING CUST ROBECO INST RE:CALYP,SELL,"1,33,121","1,483.10",
09-APR-2024,MGL,Mahanagar Gas Ltd.,STICHTING PENSIOENFONDS RAIL & OPENBAAR VERVOER,BUY,"1,33,121","1,483.10",
09-APR-2024,PETRONET,Petronet LNG Limited,STICHTING CUST ROBECO INST RE:CALYP,SELL,"6,05,855",281.00,
09-APR-2024,PETRONET,Petronet LNG Limited,STICHTING PENSIOENFONDS RAIL & OPENBAAR VERVOER,BUY,"6,05,855",281.00,
23-APR-2024,BANDHANBNK,Bandhan Bank Limited,MARSHALL WACE INVESTMENT STRATEGIES - EUREKA FUND,SELL,"1,17,48,919",180.80,
23-APR-2024,BANDHANBNK,Bandhan Bank Limited,MARSHALL WACE INVESTMENT STRATEGIES-GLOBAL FINANCIALS MARKET NEUTRAL FUND,SELL,"3,67,179",180.80,
23-APR-2024,BANDHANBNK,Bandhan Bank Limited,SOCIETE GENERALE,BUY,"1,21,16,098",180.80,
23-APR-2024,BANKBARODA,Bank of Baroda,MARSHALL WACE INVESTMENT STRATEGIES - EUREKA FUND,SELL,"3,16,25,157",261.30,
23-APR-2024,BANKBARODA,Bank of Baroda,MARSHALL WACE INVESTMENT STRATEGIES-GLOBAL FINANCIALS MARKET NEUTRAL FUND,SELL,"10,13,140",261.30,
23-APR-2024,BANKBARODA,Bank of Baroda,SOCIETE GENERALE,BUY,"3,26,38,297",261.30,
23-APR-2024,BANKINDIA,Bank of India,MARSHALL WACE INVESTMENT STRATEGIES - EUREKA FUND,SELL,"25,66,792",141.25,
23-APR-2024,BANKINDIA,Bank of India,SOCIETE GENERALE,BUY,"25,66,792",141.25,
23-APR-2024,BIKAJI,Bikaji Foods Intern Ltd,MARSHALL WACE INVESTMENT STRATEGIES - EUREKA FUND,SELL,"2,46,568",514.05,
23-APR-2024,BIKAJI,Bikaji Foods Intern Ltd,SOCIETE GENERALE,BUY,"2,46,568",514.05,
23-APR-2024,CAMPUS,Campus Activewear Limited,MARSHALL WACE INVESTMENT STRATEGIES - EUREKA FUND,SELL,"7,37,249",233.50,
23-APR-2024,CAMPUS,Campus Activewear Limited,SOCIETE GENERALE,BUY,"7,37,249",233.50,
23-APR-2024,CANBK,Canara Bank,MARSHALL WACE INVESTMENT STRATEGIES - EUREKA FUND,SELL,"68,35,174",599.80,
23-APR-2024,CANBK,Canara Bank,MARSHALL WACE INVESTMENT STRATEGIES-GLOBAL FINANCIALS MARKET NEUTRAL FUND,SELL,"2,05,538",599.80,
23-APR-2024,CANBK,Canara Bank,SOCIETE GENERALE,BUY,"70,40,712",599.80,
23-APR-2024,CHALET,Chalet Hotels Limited,MARSHALL WACE INVESTMENT STRATEGIES - EUREKA FUND,SELL,"1,30,585",887.55,
23-APR-2024,CHALET,Chalet Hotels Limited,SOCIETE GENERALE,BUY,"1,30,585",887.55,
23-APR-2024,DEVYANI,Devyani International Ltd,MARSHALL WACE INVESTMENT STRATEGIES - EUREKA FUND,SELL,"17,92,817",163.00,
23-APR-2024,DEVYANI,Devyani International Ltd,SOCIETE GENERALE,BUY,"17,92,817",163.00,
23-APR-2024,ISEC,ICICI Securities Limited,MARSHALL WACE INVESTMENT STRATEGIES - EUREKA FUND,SELL,"3,17,816",723.15,
23-APR-2024,ISEC,ICICI Securities Limited,SOCIETE GENERALE,BUY,"3,17,816",723.15,
23-APR-2024,LICI,Life Insura Corp of India,MARSHALL WACE INVESTMENT STRATEGIES - EUREKA FUND,SELL,"1,41,807",974.60,
23-APR-2024,LICI,Life Insura Corp of India,SOCIETE GENERALE,BUY,"1,41,807",974.60,
23-APR-2024,MANAPPURAM,Manappuram Finance Ltd,MARSHALL WACE INVESTMENT STRATEGIES - EUREKA FUND,SELL,"71,30,120",191.00,
23-APR-2024,MANAPPURAM,Manappuram Finance Ltd,MARSHALL WACE INVESTMENT STRATEGIES-GLOBAL FINANCIALS MARKET NEUTRAL FUND,SELL,"2,28,459",191.00,
23-APR-2024,MANAPPURAM,Manappuram Finance Ltd,SOCIETE GENERALE,BUY,"73,58,579",191.00,
23-APR-2024,MANYAVAR,Vedant Fashions Limited,MARSHALL WACE INVESTMENT STRATEGIES - EUREKA FUND,SELL,"3,70,643",932.90,
23-APR-2024,MANYAVAR,Vedant Fashions Limited,SOCIETE GENERALE,BUY,"3,70,643",932.90,
23-APR-2024,NXST,Nexus Select Trust,MARSHALL WACE INVESTMENT STRATEGIES - EUREKA FUND,SELL,"19,95,349",133.86,
23-APR-2024,NXST,Nexus Select Trust,SOCIETE GENERALE,BUY,"19,95,349",133.86,
23-APR-2024,PFC,Power Finance Corporation,MARSHALL WACE INVESTMENT STRATEGIES - EUREKA FUND,SELL,"29,56,814",404.35,
23-APR-2024,PFC,Power Finance Corporation,MARSHALL WACE INVESTMENT STRATEGIES-GLOBAL FINANCIALS MARKET NEUTRAL FUND,SELL,"1,01,777",404.35,
23-APR-2024,PFC,Power Finance Corporation,SOCIETE GENERALE,BUY,"30,58,591",404.35,
23-APR-2024,PNBHOUSING,PNB Housing Fin Ltd.,MARSHALL WACE INVESTMENT STRATEGIES - EUREKA FUND,SELL,"2,30,477",769.90,
23-APR-2024,PNBHOUSING,PNB Housing Fin Ltd.,SOCIETE GENERALE,BUY,"2,30,477",769.90,
23-APR-2024,POLICYBZR,PB Fintech Limited,MARSHALL WACE INVESTMENT STRATEGIES - EUREKA FUND,SELL,"3,79,064","1,201.70",
23-APR-2024,POLICYBZR,PB Fintech Limited,SOCIETE GENERALE,BUY,"3,79,064","1,201.70",
23-APR-2024,PRESTIGE,Prestige Estate Ltd,MARSHALL WACE INVESTMENT STRATEGIES - EUREKA FUND,SELL,"2,19,284","1,242.90",
23-APR-2024,PRESTIGE,Prestige Estate Ltd,SOCIETE GENERALE,BUY,"2,19,284","1,242.90",
23-APR-2024,RECLTD,Rural Electrification Cor,MARSHALL WACE INVESTMENT STRATEGIES - EUREKA FUND,SELL,"12,18,481",434.50,
23-APR-2024,RECLTD,Rural Electrification Cor,MARSHALL WACE INVESTMENT STRATEGIES-GLOBAL FINANCIALS MARKET NEUTRAL FUND,SELL,"40,013",434.50,
23-APR-2024,RECLTD,Rural Electrification Cor,SOCIETE GENERALE,BUY,"12,58,494",434.50,
23-APR-2024,SAMHI,Samhi Hotels Limited,MARSHALL WACE INVESTMENT STRATEGIES - EUREKA FUND,SELL,"7,97,045",193.45,
23-APR-2024,SAMHI,Samhi Hotels Limited,SOCIETE GENERALE,BUY,"7,97,045",193.45,
23-APR-2024,UNIONBANK,Union Bank of India,MARSHALL WACE INVESTMENT STRATEGIES - EUREKA FUND,SELL,"1,23,77,844",150.60,
23-APR-2024,UNIONBANK,Union Bank of India,MARSHALL WACE INVESTMENT STRATEGIES-GLOBAL FINANCIALS MARKET NEUTRAL FUND,SELL,"2,86,566",150.60,
23-APR-2024,UNIONBANK,Union Bank of India,SOCIETE GENERALE,BUY,"1,26,64,410",150.60,
23-APR-2024,ZOMATO,Zomato Limited,MARSHALL WACE INVESTMENT STRATEGIES - EUREKA FUND,SELL,"26,24,714",193.35,
23-APR-2024,ZOMATO,Zomato Limited,SOCIETE GENERALE,BUY,"26,24,714",193.35,
24-APR-2024,DELHIVERY,Delhivery Limited,AMERICAN FUND INSURANCE A/C AMERICAN INSURANCE SERIES GLOBAL SMALL CAPITALISATION FUND,BUY,"21,10,711",444.30,
24-APR-2024,DELHIVERY,Delhivery Limited,CANADA PENSION PLAN INVESTMENT BOARD,SELL,"2,04,50,000",444.30,
24-APR-2024,DELHIVERY,Delhivery Limited,FIDELITY INTERNATIONAL DISCOVERY COMMINGLED POOL,BUY,"2,27,800",444.30,
24-APR-2024,DELHIVERY,Delhivery Limited,FIDELITY INVESTMENT TRUST A/C. FIDELITY SOUTHEAST ASIA FUND   F351,BUY,"2,82,700",444.30,
24-APR-2024,DELHIVERY,Delhivery Limited,FIDELITY INVESTMENT TRUST FIDELITY INTERNATIONAL DISCOVERY K6 FUND,BUY,"2,03,400",444.30,
24-APR-2024,DELHIVERY,Delhivery Limited,FIDELITY MANAGEMENT  AND RESEARCH CO. A/C FIDELITY FAR EAST FUND,BUY,"73,900",444.30,
24-APR-2024,DELHIVERY,Delhivery Limited,FIDELITY MANAGEMENT AND RESEARCH CO A/C FIDELITY INVESTMENT TRUST FIDELITY INT DISCOVERY FUND,BUY,"28,43,400",444.30,
24-APR-2024,DELHIVERY,Delhivery Limited,FIDELITY MGT AND RESEARCH CO. A/C FIDELITY ADVISOR SERIES VIII : FIDELITY ADVISOR EMERGING ASIA FUND,BUY,"1,18,800",444.30,
24-APR-2024,DELHIVERY,Delhivery Limited,HSBC COLLECTIVE INVESTMENT TRUST  HSBC INDIA MULTI INCOME FUND,BUY,"4,769",444.30,
24-APR-2024,DELHIVERY,Delhivery Limited,HSBC GLOBAL INVESTMENT FUNDS INDIAN EQUITY,BUY,"1,74,693",444.30,
24-APR-2024,DELHIVERY,Delhivery Limited,HSBC INDIA INFRASTRUCTURE EQUITY MOTHER FUND  (HSBC GLOBAL) (HK1018480),BUY,"3,78,762",444.30,
24-APR-2024,DELHIVERY,Delhivery Limited,HSBC INDIAN EQUITY FUND (HSBC GLOBAL ) (SG1020932/CANADA),BUY,"2,623",444.30,
24-APR-2024,DELHIVERY,Delhivery Limited,HSBC INDIEN,BUY,"60,587",444.30,
24-APR-2024,DELHIVERY,Delhivery Limited,SMALLER CAP WORLD FUND INC (35 SCWF/000035),BUY,"1,38,19,289",444.30,
24-APR-2024,DELHIVERY,Delhivery Limited,THE MASTER TRUST BANKER JAPAN LTD A/C HSBC INDIAN EQUITY  MOTHER FUND (HK0991950),BUY,"1,48,566",444.30,
02-MAY-2024,ZAGGLE,Zaggle Prepa Ocean Ser L,ACM GLOBAL FUND VCC,BUY,"4,06,246",302.00,
02-MAY-2024,ZAGGLE,Zaggle Prepa Ocean Ser L,ASTORNE CAPITAL VCC   ARVEN,BUY,"3,31,126",302.00,
02-MAY-2024,ZAGGLE,Zaggle Prepa Ocean Ser L,ICICI PRUDENTIAL MUTUAL FUND,BUY,"11,58,940",302.00,
02-MAY-2024,ZAGGLE,Zaggle Prepa Ocean Ser L,TARA EMERGING ASIA LIQUID FUND,BUY,"3,31,126",302.00,
02-MAY-2024,ZAGGLE,Zaggle Prepa Ocean Ser L,VENTUREAST PROACTIVE FUND LLC,SELL,"22,27,438",302.00,
03-MAY-2024,GRAVITA,Gravita India Limited,ABUDHABI INVESTMENT AUTHORITY MONSOON (IEDPASIVE/EMIINDIA),BUY,"7,50,000",934.40,
03-MAY-2024,GRAVITA,Gravita India Limited,RAJAT AGRAWAL,SELL,"7,50,000",934.40,
10-MAY-2024,JINDALSAW,Jindal Saw Limited,CRESTA FUND LTD,SELL,"4,15,000",525.00,
10-MAY-2024,JINDALSAW,Jindal Saw Limited,ITI MUTUAL FUND(ELSS TAX SAVER FUND),BUY,"15,000",525.00,
10-MAY-2024,JINDALSAW,Jindal Saw Limited,ITI MUTUAL FUND(ITI VALUE FUND),BUY,"60,000",525.00,
10-MAY-2024,JINDALSAW,Jindal Saw Limited,ITI MUTUAL FUND(MIDCAP FUND),BUY,"1,40,000",525.00,
10-MAY-2024,JINDALSAW,Jindal Saw Limited,SOCIETE GENERALE,BUY,"2,00,000",525.00,
15-MAY-2024,CIPLA,Cipla Ltd,ADITYA BIRLA SUN LIFE MUTUAL FUND,BUY,"22,96,000","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,ADVISORS'' INNER CIRCLE FUND III-NINETY ONE EMERGING MARKETS EQUITY FUND,BUY,"1,25,974","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,AMP CAP FD MGMT LIMITED AS RES ENT FOR THE FUTURE DIRE EMRG MKTS SHARE FUND (AMP),BUY,"92,435","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,ASSOCIATION DE BIENFAISANCE RETRAITE DES POLICIERS ERES VILLE DE MONTREAL,BUY,"48,722","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,AXIS MUTUAL FUND,BUY,"6,20,900","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,BOFA SECURITIES EUROPE SA - ODI,BUY,"1,86,000","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,CANADIAN PACIFIC RAILWAY COMPANY PENSION PLAN,BUY,"97,837","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,CITIGROUP GLOBAL MARKETS MAURITIUS PVT LTD,BUY,"1,24,000","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,COPTHALL MAURITIUS INVESTMENT LTD,BUY,"3,59,925","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,DESJARDINS EMERGING MARKETS FUND,BUY,"1,08,119","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,DSP MUTUAL FUND,BUY,"9,93,000","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,EASTSPRING INVESTMENTS INDIA CONSUMER EQUITY OPEN LIMITED,BUY,"6,20,900","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,EMPLOYEES PROVIDENT FUND (EPF ASIA),BUY,"1,98,400","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,EMPLOYEES PROVIDENT FUND (EPF SHASIA),BUY,"49,600","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,ENTSORGUNGSFONDS,BUY,"3,17,076","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,FLORIDA RETIREMENT SYSTEM,BUY,"3,45,884","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,FP BRUNEL EMERGING MARKETS EQUITY FUND,BUY,"1,67,297","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,GHISALLO MASTER FUND LP,BUY,"3,10,000","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,GOVERNMENT EMPLOYEES SUPERANNUATION BOARD,BUY,"3,16,910","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,GOVERNMENT OF SINGAPORE,BUY,"2,21,146","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,HDFC MUTUAL FUND,BUY,"5,58,000","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,HELABA INVEST KAPITALANLAGEGESELLSCHAFT MBH ON BEHALF OF HI-KAPPA-FONDS,BUY,"27,550","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,HOSTPLUS POOLED SUPERANNUATION TRUST,BUY,"4,71,516","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,IBM DIVERSIFIED GLOBAL EQUITY FUND,BUY,"25,072","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,ICICI PRUDENTIAL LIFE INSURANCE (IPLCIL-U),BUY,"1,11,000","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,ICICI PRUDENTIAL MUTUAL FUND,BUY,"55,25,999","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,INVESTEC GLOBAL STRATEGY FUND EMERGING MARKETS EQUITY FUND ( GME),BUY,"6,02,856","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,KEYA VIMAL SALOT,BUY,"1,49,000","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,KOTAK SECURITIES LIMITED - ERROR ACCOUNT,BUY,1,"1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,MADHAV STOCK VISION PVT LTD,BUY,"74,500","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,MERCER GE INTERNATIONAL EQUITY FUND,BUY,"40,077","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,MERCER UCITS CCF - NFU MUTUAL GLOBAL ALPHA FUND,BUY,"1,59,817","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,MIRAE ASSET MUTUAL FUND,BUY,"3,41,000","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,MONETARY AUTHORITY OF SINGAPORE,BUY,"27,154","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,MORGAN STANLEY ASIA SINGAPORE PTE,BUY,"6,31,500","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,NINETY ONE AUSTRALIA FUNDS - EMERGING MARKETS EQUITY FUND,BUY,"1,13,525","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,NINETY ONE FUNDS SERIES IV - EMERGING MARKETS EQUITY FUND,BUY,"10,859","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,NINETY ONE GLOBAL SELECT LLC - NINETY ONE EMERGING MARKETS EQUITY FUND,BUY,"4,74,344","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,NINETY ONE GLOBAL STRATEGY FUND - ASIA PACIFIC EQUITY OPPORTUNITIES FUND,BUY,"61,095","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,NINETY ONE GLOBAL STRATEGY FUND - ASIAN EQUITY FUND,BUY,"2,85,925","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,NINETY ONE GLOBAL STRATEGY FUND - EMERGING MARKETS MULTI-ASSET FUND,BUY,"68,110","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,NORGES BANK ON ACCOUNT OF THE GOVERNMENT PENSION FUND GLOBAL,BUY,"3,10,400","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,OKASA PHARMA PRIVATE LIMITED,SELL,"1,89,375","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,PAULOMI KETAN DOSHI,BUY,"1,98,500","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,RUMANA HAMIED,SELL,"49,43,250","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,SAMINA HAMIED,SELL,"89,54,750","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,SAS TRUSTEE CORPORATION POOLED FUND,BUY,"1,24,407","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,SAUDI CENTRAL BANK,BUY,"9,55,365","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,SEGANTII INDIA MAURITIUS,BUY,"1,24,000","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,SHIRIN HAMIED,SELL,"63,63,000","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,SHREE BAHUBALI STOCK BROKING LTD,BUY,"74,500","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,SIEFORE XXI BANORTE BASICA 60-64 SOCIEDAD ANONIMA DE CAPITAL VARIABLE,BUY,"4,000","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,SIEFORE XXI BANORTE BASICA 65-69 SOCIEDAD ANONIMA DE CAPITAL VARIABLE,BUY,"16,626","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,SIEFORE XXI BANORTE BASICA 70-74 SOCIEDAD ANONIMA DE CAPITAL VARIABLE,BUY,"22,550","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,SIEFORE XXI BANORTE BASICA 75-79 SOCIEDAD ANONIMA DE CAPITAL VARIABLE,BUY,"20,148","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,SIEFORE XXI BANORTE BASICA 80-84 SOCIEDAD ANONIMA DE CAPITAL VARIABLE,BUY,"21,347","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,SIEFORE XXI BANORTE BASICA 85-89 SOCIEDAD ANONIMA DE CAPITAL VARIABLE,BUY,"13,580","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,SIEFORE XXI BANORTE BASICA 90-94 SOCIEDAD ANONIMA DE CAPITAL VARIABLE,BUY,"4,014","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,SOCIETE GENERALE,BUY,"5,08,500","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,SPIRIT SUPER,BUY,"63,480","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,TCORPIM EMERGING MARKET SHARE FUND,BUY,"2,70,419","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,THE HPE EMERGING MARKETS EQUITY SUB-FUND,BUY,"49,064","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,THE JUPITER GLOBAL FUND-JUPITER INDIA SELECT,BUY,"80,275","1,345.00",
15-MAY-2024,CIPLA,Cipla Ltd,THE ROYAL BANK OF SCOTLAND PLC AS TRUSTEE OF JUPITER INDIA FUND (JUPITER ASSET MGT LTD) (FUND382),BUY,"2,30,175","1,345.00",
16-MAY-2024,JINDALSAW,Jindal Saw Limited,CRESTA FUND LTD,SELL,"20,00,000",541.45,
16-MAY-2024,JINDALSAW,Jindal Saw Limited,NIPPON INDIA SMALL CAP FUND,BUY,"18,00,000",541.45,
16-MAY-2024,JINDALSAW,Jindal Saw Limited,SOCIETE GENERALE,BUY,"2,00,000",541.45,
17-MAY-2024,POLICYBZR,PB Fintech Limited,ABU DHABI INVESTMENT AUTHORITY - WAY,BUY,"1,54,000","1,325.15",
17-MAY-2024,POLICYBZR,PB Fintech Limited,AL MEHWAR COMMERCIAL INVESTMENTS L.L.C. - (WHITING,BUY,"76,000","1,325.15",
17-MAY-2024,POLICYBZR,PB Fintech Limited,ALOK BANSAL,SELL,"29,70,578","1,325.15",
17-MAY-2024,POLICYBZR,PB Fintech Limited,AMERICAN FUNDS INSURANCE SERIES A/C AMERICAN FUNDS,BUY,"26,756","1,325.15",
17-MAY-2024,POLICYBZR,PB Fintech Limited,ASHOKA INDIA EQUITY INVESTMENT TRUST PLC,BUY,"56,000","1,325.15",
17-MAY-2024,POLICYBZR,PB Fintech Limited,AXIS MUTUAL FUND,BUY,"1,25,000","1,325.15",
17-MAY-2024,POLICYBZR,PB Fintech Limited,AXIS MUTUAL FUND,BUY,"8,75,000","1,325.15",
17-MAY-2024,POLICYBZR,PB Fintech Limited,AXIS MUTUAL FUND-AXIS GROWTH OPPORTUNITIES FUND,BUY,"3,00,000","1,325.15",
17-MAY-2024,POLICYBZR,PB Fintech Limited,BNP PARIBAS ARBITRAGE - ODI,BUY,"80,000","1,325.15",
17-MAY-2024,POLICYBZR,PB Fintech Limited,CAISSE DE DEPOT ET PLACEMENT DU QUEBEC - WHITE OAK,BUY,"36,000","1,325.15",
17-MAY-2024,POLICYBZR,PB Fintech Limited,CAPITAL GROUP GLOBAL EQUITY FUND (CANADA),BUY,"1,92,689","1,325.15",
17-MAY-2024,POLICYBZR,PB Fintech Limited,CAPITAL GROUP NEW WORLD FUND (LUX),BUY,"3,929","1,325.15",
17-MAY-2024,POLICYBZR,PB Fintech Limited,DENDANA INVESTMENTS (MAURITIUS) LIMITED,BUY,"4,600","1,325.15",
